dbid;expid;resid;ppid;gender_m_f;age_months;type_risk_control;contrast_native_nonnative;first_alternation_alt_nalt;group_one_two;speaker_multiple_single;trained_train_ntrain;grpid;sesid;sesdate;sestime;sesrepexp;sesrepgrp;sesstat;expstat;expver;trial;tstart;tend;sound;face
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;1;94540;95299;stimuli/sounds/Speaker8_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;2;100072;100726;stimuli/sounds/Speaker2_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;2;101726;102453;stimuli/sounds/Speaker4_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;2;103453;104212;stimuli/sounds/Speaker5_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;3;108518;109277;stimuli/sounds/Speaker3_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;3;110277;111004;stimuli/sounds/Speaker4_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;3;112004;112552;stimuli/sounds/Speaker1_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;3;113552;114206;stimuli/sounds/Speaker2_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;3;115206;115965;stimuli/sounds/Speaker5_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;3;116965;117724;stimuli/sounds/Speaker10_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;3;118724;119484;stimuli/sounds/Speaker6_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;3;120484;121243;stimuli/sounds/Speaker7_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;4;137422;138149;stimuli/sounds/Speaker4_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;4;139149;139802;stimuli/sounds/Speaker2_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;4;140802;141562;stimuli/sounds/Speaker6_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;4;142562;143321;stimuli/sounds/Speaker10_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;4;144321;145080;stimuli/sounds/Speaker9_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;4;146080;146839;stimuli/sounds/Speaker11_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;4;147839;148387;stimuli/sounds/Speaker1_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;4;149387;150147;stimuli/sounds/Speaker12_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;4;151147;151906;stimuli/sounds/Speaker7_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;4;152906;153665;stimuli/sounds/Speaker5_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;4;154665;155424;stimuli/sounds/Speaker3_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;4;156424;157183;stimuli/sounds/Speaker8_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;4;158183;158911;stimuli/sounds/Speaker4_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;4;159911;160564;stimuli/sounds/Speaker2_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;4;161564;162323;stimuli/sounds/Speaker6_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;4;163323;164083;stimuli/sounds/Speaker10_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;4;165083;165842;stimuli/sounds/Speaker9_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;4;166842;167601;stimuli/sounds/Speaker11_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;4;168601;169149;stimuli/sounds/Speaker1_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;5;174733;175492;stimuli/sounds/Speaker5_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;5;176492;177251;stimuli/sounds/Speaker9_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;5;178251;178978;stimuli/sounds/Speaker4_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;5;179978;180737;stimuli/sounds/Speaker10_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;5;181737;182497;stimuli/sounds/Speaker6_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;5;183497;184256;stimuli/sounds/Speaker7_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;6;186948;187707;stimuli/sounds/Speaker6_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;6;188707;189466;stimuli/sounds/Speaker7_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;6;190466;191194;stimuli/sounds/Speaker4_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;7;195534;196293;stimuli/sounds/Speaker7_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;7;197293;198021;stimuli/sounds/Speaker4_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;8;202670;203429;stimuli/sounds/Speaker8_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;8;204429;205083;stimuli/sounds/Speaker2_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;8;206083;206842;stimuli/sounds/Speaker9_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;8;207842;208601;stimuli/sounds/Speaker7_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;8;209601;210360;stimuli/sounds/Speaker10_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;8;211360;211908;stimuli/sounds/Speaker1_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;8;212908;213667;stimuli/sounds/Speaker3_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;8;214667;215395;stimuli/sounds/Speaker4_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;9;219058;219818;stimuli/sounds/Speaker9_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;9;220818;221577;stimuli/sounds/Speaker8_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;9;222577;223336;stimuli/sounds/Speaker6_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;9;224336;225095;stimuli/sounds/Speaker3_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;10;227712;228471;stimuli/sounds/Speaker10_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;11;231946;232705;stimuli/sounds/Speaker11_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;4;2018-11-07;15:30;0;0;3;0;1;11;233705;234464;stimuli/sounds/Speaker7_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;5;2018-11-07;15:50;1;1;3;0;1;1;28664;29212;stimuli/sounds/Speaker1_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;5;2018-11-07;15:50;1;1;3;0;1;1;30212;30972;stimuli/sounds/Speaker8_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;5;2018-11-07;15:50;1;1;3;0;1;1;31972;32699;stimuli/sounds/Speaker4_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;5;2018-11-07;15:50;1;1;3;0;1;1;33699;34458;stimuli/sounds/Speaker5_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;5;2018-11-07;15:50;1;1;3;0;1;2;36745;37398;stimuli/sounds/Speaker2_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;5;2018-11-07;15:50;1;1;3;0;1;2;38398;39158;stimuli/sounds/Speaker7_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;5;2018-11-07;15:50;1;1;3;0;1;2;40158;40917;stimuli/sounds/Speaker10_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;5;2018-11-07;15:50;1;1;3;0;1;2;41917;42676;stimuli/sounds/Speaker12_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;5;2018-11-07;15:50;1;1;3;0;1;3;44365;45124;stimuli/sounds/Speaker3_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;5;2018-11-07;15:50;1;1;3;0;1;3;46124;46777;stimuli/sounds/Speaker2_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;5;2018-11-07;15:50;1;1;3;0;1;3;47777;48536;stimuli/sounds/Speaker8_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;5;2018-11-07;15:50;1;1;3;0;1;4;51765;52492;stimuli/sounds/Speaker4_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;5;2018-11-07;15:50;1;1;3;0;1;4;53492;54251;stimuli/sounds/Speaker12_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;5;2018-11-07;15:50;1;1;3;0;1;5;56469;57228;stimuli/sounds/Speaker5_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;5;2018-11-07;15:50;1;1;3;0;1;5;58228;58882;stimuli/sounds/Speaker2_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;5;2018-11-07;15:50;1;1;3;0;1;5;59882;60641;stimuli/sounds/Speaker10_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;5;2018-11-07;15:50;1;1;3;0;1;5;61641;62400;stimuli/sounds/Speaker11_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;5;2018-11-07;15:50;1;1;3;0;1;6;64561;65321;stimuli/sounds/Speaker6_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;5;2018-11-07;15:50;1;1;3;0;1;6;66321;67080;stimuli/sounds/Speaker10_sEn_1.wav;face-hab-3.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;1;342246;342794;stimuli/sounds/Speaker1_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;1;343794;344554;stimuli/sounds/Speaker6_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;1;345554;346281;stimuli/sounds/Speaker4_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;1;347281;347934;stimuli/sounds/Speaker2_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;1;348934;349694;stimuli/sounds/Speaker5_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;1;350694;351453;stimuli/sounds/Speaker3_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;1;352453;353212;stimuli/sounds/Speaker11_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;1;354212;354971;stimuli/sounds/Speaker10_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;1;355971;356730;stimuli/sounds/Speaker12_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;1;357730;358489;stimuli/sounds/Speaker9_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;1;359489;360248;stimuli/sounds/Speaker8_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;1;361248;362007;stimuli/sounds/Speaker7_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;1;363007;363556;stimuli/sounds/Speaker1_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;1;364556;365315;stimuli/sounds/Speaker6_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;1;366315;367042;stimuli/sounds/Speaker4_sEn_1.wav;face-hab-1.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;2;371880;372533;stimuli/sounds/Speaker2_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;2;373533;374082;stimuli/sounds/Speaker1_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;2;375082;375841;stimuli/sounds/Speaker3_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;2;376841;377600;stimuli/sounds/Speaker11_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;2;378600;379359;stimuli/sounds/Speaker10_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;3;381526;382286;stimuli/sounds/Speaker3_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;3;383286;384045;stimuli/sounds/Speaker6_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;3;385045;385698;stimuli/sounds/Speaker2_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;3;386698;387458;stimuli/sounds/Speaker7_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;3;388458;389217;stimuli/sounds/Speaker12_sEn_1.wav;face-hab-2.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;4;395097;395825;stimuli/sounds/Speaker4_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;4;396825;397584;stimuli/sounds/Speaker9_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;4;398584;399343;stimuli/sounds/Speaker11_sEn_1.wav;face-hab-4.png
01;hvf;JD;frankzappa;m;667;risk;nonnative;nalt;one;multiple;ntrain;ALL;6;2018-11-07;16:20;2;2;3;0;1;4;400343;401102;stimuli/sounds/Speaker8_sEn_1.wav;face-hab-4.png
